MlsNumber,PublicRemarks,Bathrooms,Bedrooms,InteriorSize,Type,Ammenities,Address,Longitude,Latitude,PostalCode,NeighbourHood,Price,PropertyType,ParkingSpace,OwnershipType,Appliances,FlooringType,BasementType,HeatingType,LandSize,AmmenitiesNearBy,PropertyTax,ZoningDescription,LowResPhoto
"40083404","Backsplit semi in Lackner Woods.  Over 1700 square feet of finished living space on multiple levels, with a huge bright 21x27 family room, ideal for a growing family.  Well maintained and cared for.  Updates over the past 10 years including furnace 2013, roof 2016, AC and dryer 2017, front window 2016, driveway asphalt 2015, (sealed annually), updated flooring, freshly painted this month in Benjamin Moore Revere Pewter.  New Stainless Steel kitchen appliances 2020, also included.  Fenced yard, parking for 4 cars, (driveway extended), a storage shed and patio complete the outdoor living space.  Nicely landscaped up front, uniform to neighbouring semi.  Four level home provides for lots of storage, laundry and shop on the lower level, huge rec-room with large look out windows, partially above grade, lots of natural light, (bathroom on this level too, good opportunity to add a fourth bedroom).  Three large bedrooms, 2 updated bathrooms.  Nice kitchen with eat in nook and separate side entrance.  Great value here in a very nice neighbourhood, close to shopping, easy access to highways, walking distance to schools, parks and the Grand River and trail system.  Region of Waterloo International Airport and the Chicopee Ski and Summer Resort close by too.  Move right in!  Flexible closing. (63032328)","2","3 + 0","1150.0000","House",,"25 WENDY Crescent|Kitchener, Ontario N2A3T5","-80.42641371","43.45112563","N2A3T5",,"$599,900 ","Single Family",,"Freehold","Dishwasher, Dryer, Freezer, Refrigerator, Stove, Water softener, Microwave Built-in, Window Coverings",,"Full (Unfinished)","Forced air","under 1/2 acre","Park, Place of Worship, Playground, Public Transit, Schools, Shopping",,"residential","https://cdn.realtor.ca/listing/TS637517682773770000/reb20/highres/4/40083404_1.jpg"
"X5156763","For More Info Click Multimedia - Welcome Great Family Home Potential Close To Many Amenities, Featuring 3 Bedrooms, Master With Walk In, No Carpet Throughout, Generous Living Room And Dining Room, Close To Schools, Deck With Large Rear Backyard, Original Model Home For Area Development , 2017 Windows, 2016 Roof Replaced, Must See. - For More Info Click Multimedia (28105296)","2","3",,"House",,"48 ERINBROOK DR|Kitchener, Ontario N2E3A1","-80.484706","43.407735","N2E3A1",,"$589,900 ","Single Family","3","Freehold",,,"N/A (Partially finished)","Forced air (Natural gas)","50 x 120 FT","Park, Public Transit, Schools","$3,266",,"https://cdn.realtor.ca/listing/TS637516779240400000/reb82/highres/3/x5156763_1.jpg"
"X5157114","Opportunity!Whether You're Looking To Expand Your Investment Portfolio Or Need More Spacious Home For Your Growing Family,This Fully Detached Home Offers Both,With Over 2381 Sq/Ft Of Finished Living Space,Consisting Of 8 Bedrooms And 3 Baths,Want To Spend The Warm,Sunny Days By The Pool,Tanning On The Deck: Only Two Minutes Drive From The 401 And Extremely Close To Public Transit,Conestoga College And Shopping A Very Short Walk Away.What Are You Waiting For??**** EXTRAS **** Steel Roof,Carpet Free,Freshly Painted,Inground Pool,Potential For Legal Bsmt, Separate Entrance For Bsmt,Seperate Laundry For Bsmt, Rent Financials Available On Request. *Attach Sch'b'& Form 801With Offers, Deposit Chq Must Be Certified. (28105675)","3","6 + 2",,"House",,"78 AMHERST DR|Kitchener, Ontario N2P1C9","-80.411275","43.3923489","N2P1C9",,"$729,000 ","Single Family",,"Freehold",,,"N/A (Finished)","Forced air (Natural gas)","55 x 99.14 FT","Public Transit","$5,420.53",,"https://cdn.realtor.ca/listing/TS637516853031770000/reb82/highres/4/x5157114_1.jpg"
"40083593","Welcome home to 170 Parkvale Dr! Take advantage of the rare opportunity to own a home backing onto serene green space. This 3 bedroom home boasts many features including a walk out basement and a second floor family room! The modern open concept floor plan gives you lots of space for your family to grow. Beautiful and popular white cabinets and kitchen island. All appliances included. There are two decks and a gazebo to relax on. Located in the popular area of Huron Park in Kitchener. Close to all amenities, schools and community centres. Call for a private tour today! (63030893)","2","3 + 0","1711.0000","House",,"170 PARKVALE Drive|Kitchener, Ontario N2R1Z1","-80.4769679","43.38901524","N2R1Z1",,"$675,900 ","Single Family","3","Freehold","Central Vacuum - Roughed In, Dishwasher, Dryer, Refrigerator, Stove, Washer, Microwave Built-in, Window Coverings",,"Full (Unfinished)","Forced air, (Natural gas)","under 1/2 acre","Public Transit, Schools, Shopping",,"Residential","https://cdn.realtor.ca/listing/TS637516743890970000/reb16/highres/3/40083593_1.jpg"
"X5156800","A Spacious Three Bedroom Semi Detached House On A Quiet Street In A Convenient Location. Recent Updates Include A New Furnace & A/C (2020), Kitchen, And Second Floor Bathroom. The Basement Is Fully Finished For Those That Need A Little Extra Living Space. This Home Backs Onto Greenspace So You Can Enjoy The Private Backyard While Still Being Within A Short Drive To The Boardwalk/Highland Hills/Sunrise Shopping Centres And Only A Short Drive To The Highway. (28103762)","2","3",,"House",,"4 DAWN RIDGE DR|Kitchener, Ontario N2N3J8","-80.5463777","43.4287433","N2N3J8",,"$599,000 ","Single Family","3","Freehold",,,"N/A (Finished)","Forced air (Natural gas)","30 x 115 FT","Park, Public Transit, Schools","$3,056",,"https://cdn.realtor.ca/listing/TS637516715187970000/reb86/highres/0/x5156800_1.jpg"
"X5156896","Welcome Home To 111 Crosby Drive. Have You Been Looking For Main Floor Living With A Pool? This Clean, Bright, Well Cared For And Well-Maintained Home Has It All. Situated On A Large Lot, This Home Features A Large Pool With Lots Of Privacy. The Gardens Are Filled With Perennials Which Enhance The Backyard Oasis And Are Very Low Maintenance. When You Enter The Home, The Front Foyer Is Spacious And Conveniently Has A Large Closet Which Is Often Missed In Homes**** EXTRAS **** Of This Layout. The Main Floor Has Three Carpet Free Bedrooms With Large Windows That Stream In Light. The Primary Bedroom Is Spacious, And Even Has An Ensuite Bathroom. Living Room And Dining Room Are Carpet Free. (28103859)","3","3",,"House",,"111 CROSBY DR|Kitchener, Ontario N2B2L1","-80.4468418","43.4508141","N2B2L1",,"$715,000 ","Single Family","4","Freehold",,,"N/A (Finished)","Forced air (Natural gas)","58.99 x 120 FT",,"$3,914.22",,"https://cdn.realtor.ca/listing/TS637516715190270000/reb86/highres/6/x5156896_1.jpg"
"X5156918","Three Bedroom Home Located Just Steps Away From St. Mary's General Hospital And Only A Short Drive From The Highway. The 3Pc Main Level Bath Allows For One Level Living If Desired. Fully Fenced Backyard With No Rear Neighbours And Great Curb Appeal. Easy Access To Parks, Trails, Public Transit And Major Roadways. (28103882)","2","3",,"House",,"68 PLEASANT AVE|Kitchener, Ontario N2M4A4","-80.4981046","43.4373883","N2M4A4",,"$550,000 ","Single Family","4","Freehold",,,"N/A (Finished)","Forced air (Natural gas)","41 x 119 FT","Hospital, Park, Public Transit, Schools","$2,979",,"https://cdn.realtor.ca/listing/TS637516715192100000/reb86/highres/8/x5156918_1.jpg"
"40081911","Over 2800 sqft finished space! Welcome to the desirable Forest Heights neighborhood on a quiet family friendly cul-de-sac. This  Two-storey backsplit floor plan home has been meticulously maintained over the years with a long list of updates! As you walk up the curb appeal says it all with the stamped concrete double driveway & patio porch. Inside, the pride of ownership continues. bright chefs dream kitchen with brand new stainless-steel appliances, tons of cupboards, quartz countertop & island opens into the oversized family room which features gas fireplace- Great for entertaining. There are 2 walk-outs (one from kitchen & one from family room) to your fully fenced yard with party-size deck backing onto parkland- no rear neighbours! To complete the main floor there is a 3-piece bathroom, large living room & dining room both with gleaming hardwood flooring.The dining room boasts 2 sets of French doors which would be ideal as a home office. Three good sized bedrooms upstairs. The master bedroom has its own complete ensuite & there is an additional family bathroom on the upper level.  Finished Rec room, hobby room & laundry in lower level with an abundance of storage.  Conveniently located near awesome schools, trails, parks, transit, shopping & much more. Updates/Features include: roof, furnace/AC, flooring, lighting, doors, windows, California shutterstoo many to list!  Call your realtor todayDont miss your chance to own this fabulous home! (63028529)","3","3 + 0","2061.0000","House",,"15 STONEHENGE Place|Kitchener, Ontario N2N2M8","-80.54471521","43.41092352","N2N2M8",,"$749,900 ","Single Family",,"Freehold","Central Vacuum, Dishwasher, Dryer, Refrigerator, Stove, Water softener, Washer, Hood Fan, Window Coverings",,"Full (Finished)","Forced air, (Natural gas)","under 1/2 acre","Park, Place of Worship, Playground, Public Transit, Schools, Shopping",,"R3","https://cdn.realtor.ca/listing/TS637516741038130000/reb16/highres/1/40081911_1.jpg"
"40083328","Welcome to 77 Water Street South, a fantastic downtown location only steps to Victoria Park! This all brick Century home has been in the family for over 40 years and completely updated over the last 10 years! Huge 24 x 24 heated shop with 12 ceilings! Two paved driveways with duplex status and  two adresses! This lovely home welcomes you with a grand front porch overlooking the beautiful neighbouring properties. The main floor features maple hardwood flooring, a gas fireplace in the family room, a large updated maple kitchen with breakfast bar and stainless steel appliances. Dining area off the kitchen, is open to the family room. Updated 2 pc bathroom off the kitchen area. The home is all newly dry walled with rounded corners, upgraded trim, lighting & 9ceilings! The upper level has a large Primary room with two walk-in closets and a balcony! Stackable laundry on the second floor, along with the two additional bedrooms and a 4pc bathroom with soaker tub! Hookups for the second kitchen utilities are in the first bedroom. The basement has an unfinished recroom and ample storage. The wiring is updated with 200 amp service, Roof approx. 2010, Furnace and Central air only 2 years old! All windows (except the front of the house) have been replaced in the past 10 years. The quaint yard has a new private patio as well! This beautiful home is less than a 10 minute walk to the Transit hub, LRT, Google and all amenities. (63029439)","2","3 + 0","1379.6300","House",,"77 WATER Street S|Kitchener, Ontario N2G1Z4","-80.49576584","43.44916971","N2G1Z4",,"$699,900 ","Single Family","6","Freehold","Dryer, Refrigerator, Washer, Window Coverings",,"Full (Partially finished)","Forced air, (Natural gas)","under 1/2 acre","Park, Public Transit, Shopping",,"RES","https://cdn.realtor.ca/listing/TS637516641452730000/reb16/highres/8/40083328_1.jpg"
"40080436","Welcome to 60 Windy Ridge dr. this detached backsplit is located in a high desirable area close to amenities, schools and highway 401. The main floor features an open concept, spacious living room and impressive eat-in kitchen. The upper level offers 3  bedrooms and a full 4pc washroom, ideal for small families, young professionals and those needing extra work-from-home space. The lower level features a spacious recreational room with a gas fireplace. The dream back yard offers a gorgeous swimming pool, complete with a brand-new liner in 2020. Separate entrance to the basement. Central Vaccum, Roof 2009, furnace/AC 2016, Insulation in Attic 2015 R60. Potential in-law suite with separate entrance. (63026632)","2","3 + 0","1064.0000","House",,"60 WINDY RIDGE Drive|Kitchener, Ontario N2P1N8","-80.45295769","43.39566525","N2P1N8",,"$550,000 ","Single Family",,"Freehold","Central Vacuum, Central Vacuum - Roughed In, Dishwasher, Microwave, Refrigerator, Stove, Washer, Hood Fan, Window Coverings",,"Partial (Finished)","Forced air, (Natural gas)","under 1/2 acre","Park, Public Transit, Schools",,"R2A","https://cdn.realtor.ca/listing/TS637518318478330000/reb16/highres/6/40080436_1.jpg"
"40082968","Welcome home to 14 Verona Street in Kitchener! This two-storey home offers tons of space, with 3 bedrooms and 2.5 baths. Walk up to the property and you are immediately greeted with a cozy covered porch, perfect for enjoying coffee on in the morning. The open concept main floor is great for entertaining, with an updated kitchen & breakfast bar. From this space, you can walk directly out to the fully fenced backyard, with 2 concrete pads for summers spent outside. The main floor also offers a 2 PCE bathroom and a huge walk-in pantry. Upstairs you will find 3 bedrooms and 2-4 PCE bathrooms. The master is a show stopper with large windows shining in tons of natural light, as well as a walk-in closet and ensuite! The lower level offers a family room and an office\den made with a temporary wall  perfect for opening the space to create an even bigger room. The laundry room and additional space under the stairs are both great for storage. Nestled in a great community, this home is perfect for growing families, close to schools, parks, trails, and even shopping. (63028585)","3","3 + 0","1572.0000","House",,"14 VERONA Street|Kitchener, Ontario N2R1T4","-80.4842562","43.38403185","N2R1T4",,"$749,900 ","Single Family","3","Freehold","Central Vacuum - Roughed In, Water softener",,"Full (Finished)","Forced air, (Natural gas)","under 1/2 acre","Park, Playground, Public Transit, Schools, Shopping",,"Res","https://cdn.realtor.ca/listing/TS637517688325070000/reb41/highres/8/40082968_1.jpg"
"40081158","Welcome home to 111 Crosby Drive. Have you been looking for main floor living with a POOL?  This clean, bright, well cared for and well maintained home has it all.  Situated on a large lot, this home features a large pool with lots of privacy.  The gardens are filled with perennials which enhance the backyard oasis and are very low maintenance.  When you enter the home, the front foyer is spacious and conveniently has a large closet which is often missed in homes of this layout.  The main floor has three carpet free bedrooms with large windows that stream in light.  The primary bedroom is spacious, and even has an ensuite bathroom.  Living Room and Dining Room are carpet free, and open concept with large windows and beautiful crown mouldings.  The walk-out from the dining room to the oversized deck is ideal for indoor/outdoor living. The spacious and bright eat-in kitchen also has a large window overlooking the beautiful backyard.  111 Crosby Drive is waiting for its new family, located walking distance to great schools from jk-12, shopping, transit, and all amenities-  this location doesn't get any more convenient.  Minutes from the expressway and 401 extension, this is an ideal location! Reach out with inquiries and book a showing today! (63026702)","3","3 + 0","1420.0000","House",,"111 CROSBY Drive|Kitchener, Ontario N2B2L1","-80.4466169","43.45081224","N2B2L1",,"$715,000 ","Single Family","4","Freehold","Central Vacuum, Dishwasher, Dryer, Refrigerator, Stove, Washer, Window Coverings",,"Full (Finished)","Forced air","under 1/2 acre","Place of Worship, Playground, Public Transit, Schools, Shopping",,"R3","https://cdn.realtor.ca/listing/TS637516569598800000/reb16/highres/8/40081158_1.jpg"
